class,text
1,"Although the big cats win twice ( Cougar and Asiatic lion , although  in the case of the lion  it was  against  another big cat), the big cats have the most losses ( Siberian/Bengal tigers, African lion, jaguar, and leopard )."
1,That's 2 for 5.
1,"Anaconda, although  it's justified, as they both lose ."
1,"Some would say the defeat of  the croc against the shark , and one could make a point for Polar Bear vs."
1,Walrus   Lion vs.
0,Tiger also qualifying.
1,  The jaguar loses  because it was distracted by a bird call.
1,"Though  the great white shark is the only one who won  (Though rather cheaply, so perhaps it's somewhat subverted)."
1,"With the exception of  the polar bear , the bears  always  win ."
0,Insofar as a double-length  Curb-Stomp Battle  that  never aired in the U.S.
1,He defends the wrong creature both times .
1,Exactly half of the featured reptiles (  the Nile crocodile   anaconda ) win.
1,"The rhino's anger to the elephant, although  it doesn't save it ."
0,"Gator claims that the black bear is  ""smarter than the average reptile."
1,"When a glacier fight against a speedster, he   almost always defeats the latter ."
1,"When it's one glacier against another (Polar Bear vs Walrus, Elephant vs Rhino), the battle usually comes down to who can out-mighty the other."
1,"Except for the last example,  the  Mighty Glacier  always wins the fight."
0,Too bad for the Yeerks it's just an  It's a Wonderful Plot  episode.
0,They put a stop to it because they thought PBS should aspire to higher standards.
0,The show won numerous awards in it's home country and was the third most watched show of it's time.
0,"His two children, Jose Miguel, average but gifted kid with a quick wit, and Natalia, sarcastic and deceivingly sweet, who has the looks to bribe guys by seducing them."
0,"(Later, also Yago), Juan/Isabel/Andrs, Mauri/Abel/Diego, and Beln/Carlos/Emilio."
1,":   At the end of the miniseries, it's revealed that the entire account was being told by Scheherazade, to her and Shahryar's children."
0,The law that the Sultan has to remarry or give up the throne.
1,"The show is probably best known for the second-season premiere ""Archie Alone"", which had  Edith die off-screen between seasons of a stroke ."
1,"This was because  Jean Stapleton  believed the character had grown as far as it could, and there was no more that could be done with it."
1,The episode earned O'Connor two Emmy Awards for his performance.
1,"The season 1 episode ""Thanksgiving Renunion"" has the Stivics (from  AITF ) returning for a visit from California, while the season 3 two-parter ""Gloria Comes Home"" has Gloria returning to reveal that  she and Mike divorced ."
1,"The second-season premiere, ""Archie Alone"", also has a very depressing ending (detailed below)."
1, Edith's  death numbs Archie so much that he spends most of the second-season premiere dumbly refusing to believe  she  died.
1,"He breaks down when he's alone at the end of the episode, though, and laments that he didn't know  she died until he tried to wake her by shaking her body ."
1,A major part of the Season 2 opener is Archie trying to cope with  her  death.
0,He was later  substituted  in favor of Mr.
0,Grace doesn't get around much any more.
0,Humphries when he reveals what he does for fun.
0,"However, Miss Brahms seems to get stuck with it a lot later in the series, which is odd considering she was generally quite smart earlier in the series."
0,The first time when she and the other staff members are in a basement and Young Mr.
0,"Grace presses a button or lifts a switch on a wall, which causes air from a floor vent to blow up the skirt of her uniform, revealing her white undies and Mr."
0,Light blue panties are seen underneath with her legs are uncrossed at one point and another when she's trying to get off of some furniture in one episode.
0,Grace was said to have gone on a sabbatical to write a book when actor Harold Bennett became too infirm to continue in the role.
0,Let's hope we don't get a short-circuit when we plug it in...as Mae West said when she picked up the midget.
0,"Seven , with low ratings and poor reviews somehow not affecting HBO's decision to keep it on."
0,The season one finale  A man walked into The Hump Bar and set off a bomb he had strapped to his chest.
0,Shown or implied at least  Once an Episode .
0,She gets fired from her job at the hospital and Frank files for divorce.
0,"When George Michael lets Gob do an ad for his school president campaign, Gob pretty much attacks George's rival, Steve Holt, on the grounds that he doesn't even know who his father is."
0,"The entire third season is made of these:  The ""Seaward""  The series premiere and series finale both began with this exchange (first/last):   Michael:  What comes before anything?"
0,"Each episode more or less consists of a series of these, typically coming together perfectly (for us) and horribly (for the Bluths) at the end."
1,  The  H. Maddas  files.
0,The  Continuity Lockout  is less about the plot and more about missing those sneaky little hidden jokes.
1,"was going to give her the company  result in the series' only ""footage not found"" (apart from a callback at the end of the episode and a reference to the ""great times"" in Lindsay's and Tobias' marriage)."
1,"The idea was much more explicit in the first half-season, when the ""footage"" briefly went static in a car accident, and a judge forced the camera to leave the courtroom."
1,"For example, count how many times in the 1st and 2nd season we see Buster alongside   artificial hands ."
0,Including  his hand chair.
1,"After discovering that it was given to Lupe's family, Buster says ""I never thought I'd miss a hand so much""-  a full six months before he does."
1,"And briefly imitates the claw with his left hand  And let's not forget the season two episode where Gob ""helps"" George-Michael by attacking his candidacy opponent (Steve Holt), by pointing out that Steve  doesn't even know who his father is , while simultaneously reminiscing about the anti-abortion girlfriend he  had  didn't have in high school."
0,They drink it and think they are drunk.
1,"""Exit Strategy"": The second-to-last episode, in which the Bluths go to war-torn Iraq (argued to be war torn due to a lack of an exit strategy) to  find the evidence that exonerates their father  (giving the show an exit strategy)."
1,"""Justice is Blind"":  Maggie Lizer's dog Justice is blind and Maggie can see."
1,"""Queen for a Day"": For the one day that Tobias owns the bar ""The Queen Mary"" he as it (accidentally) renamed ""Tobias is Queen Mary""."
0,Maybe I oughta... Michael:  ...That was Lindsay.
0,The amount of times Ron Howard breaks the fourth wall probably counts in the hundreds.
1,Subvertedshe's actually a  M entally  R etarded  F emale .
1,( Turns out  she's not .
0,Marta is arguably a Latina version.
1,"Gob, on after the seal that   bites off Buster's hand  gets its flipper eaten by a shark."
1,"In the end, it turns out that  they're not... because Lindsay isn't ."
